title,link,price,extracted_price,rating,reviews,extensions,thumbnails
The vertigo,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKYBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJNF9mZHROTHF1cEliR2cwdlp5OHhNWFEwT1c0d1gzcGpFQUU4DUgA&ap=MAE,"₹1,420","₹1,420",3.8,85,"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Airport shuttle', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNJIGp1-6wv2xsXVM5KH6eHP_IsJRbTqaKNuqJ-=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMdqYlvnFbc2YIMo9H2srPPg7x2FukTD6bguwIf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM1_2_j2vc_kYXDzlhSpv787iKwXEQhnGMKFRCP=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMwLhKDwFKGPaTp3yycWIBdnN27TkAmWFbeZPqv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6MYMkVxozMRJrqJE7g6irg9hKkybs3SX8Mim7=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNNOZEe_BGvpm3znbWyuftTa1vgsWOHZyjyKrvC=s287-w287-h192-n-k-no-v1']"
The Royal Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CL0BEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJbmN2c3Q0R2htb3RER2cwdlp5OHhNV2h0TWpRNVgyUm9FQUU4DUgA&ap=MAE,,,4.3,6,[],"['https://lh5.googleusercontent.com/p/AF1QipPHro2GW2BrUMSACShNyB-Ua4okWDtZfeF41Nym=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNZs4CfDXndk6N9spYPqZI03kLAL9awB3DDnGq7=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPNvRZ66GCOgAWKzkyBjJbwFlS1J0qhNVKI5ieN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOZnWI_-8NK9qle-4tmRB4lPbNJ6OxP3f4IPbEa=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FThrcKmww5Uo-zbdFL2HaQ&cb_client=search.estubs.gps&w=287&h=192&yaw=235.8653&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipM-Rv7zbc9iElr1zVcj0z4XJ3tal8samEf9xhso=s287-w287-h192-n-k-no-v1']"
LIV Hotel Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CM8BEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJamNtZHBhclJuS1pGR2cwdlp5OHhNWEprT0doMGJtdzBFQUU4DUgA&ap=MAE,,,4.7,147,"['Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipMFYj5LYn47p4k8dRapO7OSTXDNb3SJVJTyPpUX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPhA4OreGmO19soLqMqp5xw5nBIq_8lqEkVQTxZ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMRfkMhHN1maqcMOoZ8P6od42-U8VlVA35aKypZ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMt0gwiOhiiIPMP8343PZcnorhtCizJ5RL-zNfY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNQUVdaF3LBzlN3a98DXFHEw1til8nyC7p1XON7=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPJwXb5gCgvk9a_z8z_rhTPQzPgcmPAOi9exe9q=s287-w287-h192-n-k-no-v1']"
"FabExpress Signature - Hotel in Sector 51, Noida",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0COIBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJXzdEX202R0k1dTFCR2cwdlp5OHhNV1p4WTNJeWJtMDFFQUU4DUgA&ap=MAE,"₹2,015","₹2,015",4.5,142,"['Breakfast', 'Free Wi-Fi', 'Parking', 'Pool', 'Air conditioning', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipNbqnd1U9W0-HyO0h0XVorpy9s2BgKrS40sxvpG=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPvcy7FUzB7sza_5GogIXgJyrwR2LTQ9Rt-CW3L=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/XXd8rzFEgEdD41sodnYthLKe0HEwBfjyqvvemx3IRF8eKKPbOiKdSpBVM08lD3fnqq8dVwp2v69jRrhqJba3DQvr5MIztlSQzfuatFqgJ6TPLDPqp2I36jwdKOqViV_7uccNPnPN-9YPfzEr-DwSFgfpP3l_Loc=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNGdMleFLucgK5ScYuIO5rpCFVYW5vG_GxE8BUp=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/vE7LbCAHab_yupYC2rs0FbDAYFj5ST-NeYP2vMJZe9APs1hfe6aRxzOM4LX3f14wzVgPl0GzGGkjT-VvscS4biKcG2FZ1oCEgSnFD_dYFHYdr7KtIUrZjTmLfBvEMg4rcyWHkhciVgfWyt9YpJNXs1MCKDAWug4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOf71nszvfqlml-psKt4Q0lTNPa7UWFMzZ4v4ET=s287-w287-h192-n-k-no-v1']"
OYO Townhouse 589 Hotel Diamond View,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPkBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9JdE5MaGtyLUJwT19QQVJvTkwyY3ZNVEZxT0hGM2VuWjZPUkFCOA1IAA&ap=MAE,₹680,₹680,3.7,297,"['Breakfast', 'Free Wi-Fi', 'Pool', 'Parking', 'Room service', 'Kitchen in some rooms', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipOaQmELWnLEF49Lp4_7fGSDChVtFcsRutLnsSgW=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM2HJLzoJBE4OvRELqynYoBsfjW3WOgGPoUg_HD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOorVyDWS2yCqEYDFFaGMjHcF1771CUhSKdxdUY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPrbR_-0LPh2EAAdxbq5u4YS1b7Tu_mdScgQ3V_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMa7FSC5vX8hpewFVFldlKMENiGGsokIF20xVD8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMeziUMRWeS5DfUxApl0J1cvQUJUooWKdR7NA3I=s287-w287-h192-n-k-no-v1']"
Flagship Royal Grand Inn Near Iskcon Temple Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJACEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJMmNDQ2lJcmlfZUFuR2cwdlp5OHhNV1kyWnpVd01YTnFFQUU4DUgA&ap=MAE,₹473,₹473,3.3,145,"['Free breakfast', 'Free Wi-Fi', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipMj5ZdzssG6amn8jW66lDqmvov0JsqVZgI9e17N=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOAAzBtESy8bmH5nxgvMpb_x7c3ZEucTSwkqUC3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPIkU-hQyPYec0Je03pbcWiCoZMfWDLOhYt6Cwn=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNR88BUP1lh3LXhm98ge1b3cRaDHjsYQ-A7pZ5x=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM9imnynAMWm8v1m47Ur-30HLAj69hkIBX1B59_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP46oJw3krSSXX1FMagbF7pw6mTwn1lfjJ9BTt1=s287-w287-h192-n-k-no-v1']"
Greno Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKcCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9JaE96RW1JWDhtWjZXQVJvTkwyY3ZNVEYwWTNkNlh6TjZkaEFCOA1IAA&ap=MAE,,,2.7,9,[],['https://lh5.googleusercontent.com/p/AF1QipNpnvSN98s6EcoxtlBKZTsGo-miK52--fhm2Ws=s287-w287-h192-n-k-no-v1?w=1024']
"Collection O Knowledge Park Iii, Greater Noida Near Pvr Ansal Plaza Greater Noida",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLICEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9Jc29ENGtlTzI2Nk9GQVJvTkwyY3ZNVEZvT1RFNGJHMXhaaEFCOA1IAA&ap=MAE,"₹2,620","₹2,620",4.6,5,[],"['https://lh5.googleusercontent.com/p/AF1QipNrTAPw10SYjoPg6QA2n125Hryfb0zFoikg8npE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO_uvsxfBPz60HLnlZND4-NpagluCYXUO4VRfN4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNo_M5XroXo9cOxUldfH_fyKE6j6hkAmRJPhd0g=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOmtHqdiKVKYwqqUeyaaZwUoMo0gItznkxPrIW_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPgET3FtF7ZWDlvTV6g5Tj8qqCrKoPfbYKathqD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPeOvCs6OBu7Dx-Pl8KQpBFBU-cIoy09zoQ-W6-=s287-w287-h192-n-k-no-v1']"
Qube Digital,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMgCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJaXBidl81aWV2TnNuR2cwdlp5OHhNV014Y2pkMGRqWm1FQUU4DUgA&ap=MAE,,,4,2,"['3-star hotel', 'Air conditioning']","['https://lh5.googleusercontent.com/p/AF1QipOG1TBzrQ4pM-POo5T0dcrqLbGXiL2Yy8DqaDi5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNThAeFP4XN1tu-iZ1DB_2oEMi7wjwz3fEGmd0G=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmjCmJOQRH6SztleIv-fjtl8GotvUoTLRvwhEJ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOWP2Vub5TA1Ks60g9JcMjX-aAYpYAZQNuwnuzh=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipONiTgxUUiIqa9qYYKI_TKRE2-FQ7Lf-pWY_-7A=s287-w287-h192-n-k-no-v1']"
Super OYO Diamond Stays Near ISKCON Temple Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNoCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJNDhqLW9leS1sdlZRR2cwdlp5OHhNV2N3ZW14aVpuWTVFQUU4DUgA&ap=MAE,"₹1,346","₹1,346",3.7,550,"['3-star hotel', 'Breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Business center', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipNuKtmIsDh9ArEGxVMeip7eRh0PMLThoenyClXV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPa4JhYXep5I-RKipTj4XeT-zgDyrjT4bPkTLrW=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNUEcOhe0yKoG0mU_g-ug0Jr214cpyhB06f1C9O=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMs5ze9RMnmsJvv4jvqbyoeADYnPDuWzbzwPkPg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNMkMdMFXkVOkYV1NuvVVN0aO_minfnaA3k27BU=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPrlxFZ5gSEmyCWQvNfkugu1t3y1s43OSpcMsQ_=s287-w287-h192-n-k-no-v1']"
JP Residency Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPECEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9JNWFYdDVyUzYwYWpoQVJvTkwyY3ZNVEZvZWw4emN6QjZjaEFCOA1IAA&ap=MAE,,,4.6,7,[],"['https://lh3.googleusercontent.com/proxy/Z9wUAEiqzA_AV7V7PnyROXJtzIuD-bH5QqMGZwDS89Z6RiRj7vseO5B0Y8JwNf3JLL8Pnv0fUNgGWFm06RfyJ8ikJR9vddkzyoAxWQ0Jz9y5gUq-RI6unv8MAuLSj7iH5ZLEQdFK55YqT3_e3_WsW1mkf5UyXO4=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/ly6q0L3Z8LdQmID2vfYlll7rTIjPphOclkVDbb9yu48CNwExykRUwPn2ZIiMdNV2_tlmli88qtqNdiRY5rfj5ZhLGY4ZCQphw4SM7tPxYBkJuIRnh7tTtT_pCa0c1V2lxGdyQf8PzEqtFyxmEt_jL7xX7w4gSlQ=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/fmMpukTF7iAW2xOiTVsIYo5f1bp5KGmzPcfYI3uiIjmxyNDs-T1S23YKIw9NTqQd0ZlTuYVJr3RWd4-k4dRiO19OYkU953XtJ2bN8yLbyKiy22XiQEu75EAyz4MgrxR4OLO8AysbQahw5033BsEc11pKXcP5jA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/Ft-dTYHNUpSKxFo2XeNRSOv6DmDo_PSoHphnjYzEZF9vyExyLlzAX03JFIfccdB3y4o7b1PHmrww6mEo-TUe954I6CeyvMDoUKJx7aweSqZkYC2DdcTII4t-hqxHYxjVCfBPDINU32rSDhlBLs-C-5gg6eWjIw=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/E8lm5iJTbvAXjbz-t791B9Cs7SLdfH9NESNkoT-7rlfO-0kFT8vC8FeR2EAPjOTQFgjyWEK_N0ZrT6J9G5IQgB1jPCswx5OY94SbLWmlevh0W7vL4JoiVKxbrpiLKNgs8pKf8RtMksxnTO8ziLFxRChGybBjdsE=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/G5ohkw6iD9uIvWtyYQHF3k_11QSJaa1aTVJWT_k5aju-XXZ4vi7SmICbr00k4Je3ndlaiXWXreNik6LWGG0H8_0gGFA2t-ewxv7IhiD-zMHdVePT9mOZjFQZvLHvVbUeUnue6Yog-zCMz3sPvaMJx947dMQ52Qs=s287-w287-h192-n-k-no-v1']"
HOTEL PLATINUM Noida 144,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIMDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtRMTdUcnhmeTU1T2tQR2cwdlp5OHhNWGt5WWpNMmNYZzNFQUk4DUgA&ap=MAE,"₹1,683","₹1,683",,,"['House', 'Sleeps 3', '1 bedroom', '1 bathroom', '11 beds', 'Air conditioning', 'Balcony', 'Kid-friendly', 'Crib']","['https://lh5.googleusercontent.com/proxy/tHn8j1nGUaCzNzLLBS8gh0K77pGk77jKq9nu2FPMsZyd9K54Gk8hyQDmSmOM0M8IizuzEfUCWD8sPUoDHLxh_AtL1nfP_ytIYwrVufGbwvSaRmPAPIvVs8Q7sCN1MY-GoZijtqaSc-bLeYFIUGNHWpGEMGu1ww=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/XhXIB6AzJDyiuebuiNxLRNZ4VWSTWGbqOYlA3YGay5rc2zydIBXAEwgLHqDgX67DFOOpl9bINOL5HZE-n6rnkgh2NhFazjtX7TyBSATYg0Zm1HTQ7K2uyKRfH6WtbYwMEJdpTxvND03Q0qsz8v0zo7IHkzM1cw=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/PjyDLTINH8PqPRe6SF-yJuqKlb482JgWOsbK-oXIao90K66RH3svN2MarMQ7SFaMAoaNY_TOSGP_SDmfKjmhGkrqmkSUoatUaHdV4a1w9mg95x3v1rFpojgAZ6xIM_NCh0CQvMzLv_Gq-nU6zPaQ9-FA2mvlxw=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/RN-ondKxkHPG2YGgs55ICk50nIFG6lHebNKKwIDTnbJraJrsBS2LqH2TKko7gzB7W1MHKdFLuTjFiYvuuHD7N1haXKPSSI_m-SbQ2cn167fjuAy4bYabrmY4qeCBF2_Ke447xPP2sWGsvB8hvlc-kGgT6oJVSw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/CpI70J3hpVDH1ZUrPwB92uh0bQOZz_TqIJ3vBiKLK_F83ngp5OlvNsvgqcqt5O5FMi14HhV7FEuPF0DpJ394ZLRyn6l2XamVc1IkEl8zbo3DWl6AbSOWE-2iBZL15FKuxsreQqw4eZ6fsGuAwov0hSAmOfPRlmM=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/Rqib_vB9bEZqnQrasf0FBqH9Cp_UlDko4OqUGEQgmBhqdhdSvA51Q49wIz6pbYtfg7SSBUiKfkTG8IXixuqIrZz31GVSlc_2YOebqWdj7JHA7xbnBQFzuRWJZF0IO48u6w87Oas_428q2ncNAv2tP6B-F53VUA=s287-w287-h192-n-k-no-v1']"
Villa Paramount Golforeste,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJkDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9ReHFpN2hZQ18wX2ZtQVJvTkwyY3ZNVEYwZUhGdFlqY3hjaEFDOA1IAA&ap=MAE,"₹6,719","₹6,719",,,"['Villa', 'Sleeps 2', '1 bedroom', 'Air conditioning', 'Fireplace', 'Fitness center', 'Cable TV', 'Paid parking', 'Free Wi-Fi']","['https://lh6.googleusercontent.com/proxy/iBQ_Kh1w6gy-t371yUim-7JC3iF_NM_315OqmkudhiqWzi43jNIakn1sXdhZUFMkc0l5ISCRZxD3xjzFzHM7fOI5D1hCo3uN0WFoAjE2ZJ_wgbiZffs1IwO0F_DLNXZpI_6VaVuJdZ5_7YueUGOM1frj68Bk8A=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/dUPVbTSaYq-mNuFIq391c0UjrX9IDyJcuFpCl66gfgZ2dSVc7wiryILOzrDScVlidHv60GkZRvry8g8MoKe92pogXexWN2kwy5DH-xXytA4vlyqvwjwXj26Gb3CS83oE-aYKuOhhkOl2LjCgiM5hlaJtKOFxP_8=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/qEaKY_IRq9v6CsmEXyrxD-Q9RcWAfjLbs4Cgsxozlgjelj4kHFIX2_IOwtwF7pSPz6XDkA-aYGRlhAab8ZjqyvDn6B3EO6aJH2zeq0QRtJ2SbPvRXmdo7vQ29k0yMb8UFNmxP5ZQwY7HQ3a_Xn1zrHBKW_6b2Q=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/HbOxt1dGtf73tnxWvMR7DeE-BjBtcROXoweP-Nv7vkO1IxTQ1m46tKZcHAEF3NEjQuFa7zrY8guVY1DTRVGUZKKX95iV7uCq4G6Agb6vFJTbwvBj7AeKECT0H4ff2zHW85znEN5f9WdqiB8yU8rQdIJOFeMN0w=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/SFfJBTH0s1EP-Rn_BiEiO8KEmTzWuhxyptSTKOTiF2JLjhfNILe2eq_9Qzwu_1EpVbE66JVoKe4DUA5y-wPkmrppWh84IxGncuzAmKnaV4uprdPkUZMoh27EkVw-mx18JDRQii0SCGlHZDiCjxSPREQF6aMmsQ=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/SY58e4kUcxV5z07vQfgUEeYZEwoyprouICjz7I_O2wmm6l5r7l-fHMZGZr9nNODQv1ee0vPKoCJARZfvtpkeHSY5UNtrZ0JNovjf8lWQ-v9fYdNQpkoU3h8VblENg5l1Niajnt8VCopf3J3CvPxS39XcYQJd6Q=s287-w287-h192-n-k-no-v1']"
Mansavi Villa HomeStay,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAQQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQfw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDS0lCMidDaGtJcEtyV21PS2NpTHRhR2cwdlp5OHhNV2R5TURkcWNteHdFQUU4DUgA&ap=MAE,,,4.6,83,"['Breakfast', 'Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Full-service laundry', 'Business center']","['https://lh5.googleusercontent.com/p/AF1QipOzw1-UGTafwbkDxXbkkZmsWk7yXUs8onVb0S0Q=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3NuUbRqDHETJUJUwI6yMDqlP5N3NzSAzYz9g3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMwaYKnIpFhY1YSIcGMWTHu3lHCwg29SVpg6s8B=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNPnnJdK1Wsp8Hos22Rdl_ItH7DYXDyxKMNrMvf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMRHN4ATsbGPS-h7IIyTdVVwsrdt5FsiC9i6Ea3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPzMbtVA5-rRM4y9njpAgjNQqZpXtf0iW4-zK52=s287-w287-h192-n-k-no-v1']"
